country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation,grocery_and_pharmacy,parks_change,transit_stations,workplaces,residential_change
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,11/24/2020,-16,13,-20,-9,-4,-10
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,11/25/2020,-19,8,-20,-8,19,-10
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,11/26/2020,-22,5,-21,-14,17,-9
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,11/27/2020,-20,2,-27,-14,-6,-9
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,11/28/2020,-24,0,-31,-28,-10,-6
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,11/29/2020,-28,-3,-33,-35,-18,-6
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,11/30/2020,-16,8,-25,-15,1,-10
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/1/2020,-21,4,-28,-13,-3,-9
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/2/2020,-19,11,-20,-8,20,-10
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/3/2020,-20,9,-18,-13,18,-10
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/4/2020,-19,6,-24,-3,-5,-10
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/5/2020,-20,8,-27,-23,-7,-9
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/6/2020,-17,8,-26,-27,-14,-7
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/7/2020,-16,8,-29,-14,-1,-9
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/8/2020,-15,14,-20,-3,-1,-10
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/9/2020,-19,10,-16,-12,20,-9
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/10/2020,-21,11,-14,-17,21,-6
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/11/2020,-17,11,-19,-9,0,-4
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/12/2020,-15,16,-20,-13,-5,-2
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/13/2020,-14,15,-16,-22,-10,-3
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/14/2020,-13,16,-16,-7,5,-4
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/15/2020,-11,23,-10,4,2,-5
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/16/2020,-15,17,-15,-5,24,-4
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/17/2020,-15,18,-11,-4,22,-4
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/18/2020,-18,13,-16,-2,0,-4
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/19/2020,-15,17,-18,-11,-5,-3
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/20/2020,-13,19,-14,-27,-11,-2
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/21/2020,-11,22,-15,-5,4,-4
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/22/2020,-12,23,-12,4,-1,-4
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/23/2020,-28,-2,-24,-7,21,-1
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/24/2020,-7,29,6,-1,22,-4
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/25/2020,-11,20,-2,-4,-1,-5
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/26/2020,-17,12,-12,-18,-5,-2
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/27/2020,-17,12,-9,-28,-9,-2
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/28/2020,-13,18,-8,-4,4,-5
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/29/2020,-12,22,-3,0,1,-6
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/30/2020,-16,17,-8,-1,24,-5
VN,Vietnam,Ca Mau,,,VN-59,,ChIJez-heqBJoTERs-aysVPn-a8,12/31/2020,-10,29,3,8,23,-6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/15/2020,-6,-6,-15,-15,-7,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/16/2020,-10,-5,-5,-16,-5,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/17/2020,-10,-8,-8,-7,3,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/18/2020,-11,-12,-11,-7,4,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/19/2020,-13,-14,-11,-10,3,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/20/2020,-12,-16,-10,-11,3,4
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/21/2020,-10,-12,-12,-11,-6,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/22/2020,-10,-7,-14,-16,-7,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/23/2020,-13,-5,-4,-18,-5,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/24/2020,-10,-7,-9,-8,5,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/25/2020,-13,-12,-10,-11,5,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/26/2020,-16,-14,-13,-13,3,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/27/2020,-14,-16,-11,-15,5,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/28/2020,-10,-12,-13,-15,-5,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,2/29/2020,-8,-7,-16,-17,-4,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/1/2020,-6,-1,-2,-11,-4,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/2/2020,-2,-2,-5,-5,13,4
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/3/2020,-6,-8,-11,-9,15,4
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/4/2020,-8,-9,-10,-10,13,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/5/2020,-8,-11,-9,-9,14,3
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/6/2020,-4,-6,-15,-11,4,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/7/2020,-6,-2,-18,-18,4,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/8/2020,-4,4,-6,-17,-2,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/9/2020,-10,-4,-12,-10,15,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/10/2020,-13,-10,-16,-13,16,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/11/2020,-14,-11,-14,-12,13,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/12/2020,-15,-15,-15,-13,13,4
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/13/2020,-12,-12,-21,-17,4,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/14/2020,-14,-9,-23,-22,3,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/15/2020,-17,-6,-15,-24,-4,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/16/2020,-14,-7,-17,-16,13,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/17/2020,-17,-15,-20,-19,14,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/18/2020,-19,-15,-22,-19,12,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/19/2020,-21,-17,-23,-20,12,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/20/2020,-20,-15,-26,-24,2,9
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/21/2020,-23,-13,-29,-29,0,9
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/22/2020,-25,-11,-23,-30,-7,9
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/23/2020,-22,-11,-23,-22,4,9
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/24/2020,-25,-16,-24,-23,4,9
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/25/2020,-28,-18,-26,-26,0,10
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/26/2020,-30,-20,-27,-28,0,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/27/2020,-30,-17,-32,-29,-11,12
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/28/2020,-41,-18,-39,-37,-14,12
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/29/2020,-50,-23,-34,-41,-18,14
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/30/2020,-47,-21,-30,-33,-10,13
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,3/31/2020,-51,-19,-33,-32,-11,13
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/1/2020,-65,-37,-44,-49,-24,18
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/2/2020,-70,-43,-45,-57,-50,22
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/3/2020,-66,-39,-48,-56,-35,22
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/4/2020,-68,-39,-50,-58,-34,20
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/5/2020,-70,-40,-47,-63,-33,20
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/6/2020,-64,-34,-43,-52,-25,19
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/7/2020,-64,-37,-45,-52,-25,18
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/8/2020,-64,-39,-45,-51,-26,18
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/9/2020,-64,-41,-45,-53,-26,17
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/10/2020,-63,-36,-47,-53,-31,21
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/11/2020,-65,-35,-50,-57,-31,20
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/12/2020,-67,-36,-46,-58,-30,18
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/13/2020,-68,-43,-53,-55,-27,20
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/14/2020,-61,-33,-44,-48,-22,17
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/15/2020,-62,-35,-45,-49,-23,18
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/16/2020,-54,-34,-39,-44,-17,14
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/17/2020,-54,-29,-41,-43,-25,18
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/18/2020,-57,-29,-46,-51,-25,18
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/19/2020,-60,-29,-41,-51,-24,16
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/20/2020,-53,-26,-37,-41,-16,15
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/21/2020,-55,-31,-42,-41,-16,15
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/22/2020,-53,-32,-41,-41,-16,15
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/23/2020,-41,-29,-36,-37,-12,12
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/24/2020,-36,-24,-38,-35,-19,15
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/25/2020,-37,-22,-40,-39,-19,15
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/26/2020,-37,-19,-33,-40,-16,13
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/27/2020,-30,-16,-30,-29,-7,12
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/28/2020,-31,-20,-30,-26,-6,10
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/29/2020,-26,-15,-25,-19,-7,9
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,4/30/2020,-28,-3,-33,2,-38,9
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/1/2020,-28,-1,-37,-10,-49,14
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/2/2020,-29,0,-46,-17,-28,12
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/3/2020,-24,3,-43,-8,-10,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/4/2020,-18,3,-46,-1,7,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/5/2020,-22,-4,-48,-4,8,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/6/2020,-19,2,-47,-1,7,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/7/2020,-16,-1,-44,0,8,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/8/2020,-13,4,-47,0,-1,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/9/2020,-14,8,-49,-5,-2,9
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/10/2020,-13,12,-40,-1,-5,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/11/2020,-11,11,-41,10,14,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/12/2020,-13,5,-44,9,16,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/13/2020,-14,3,-44,7,14,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/14/2020,-13,0,-37,3,13,3
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/15/2020,-11,5,-39,0,4,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/16/2020,-10,13,-40,-4,3,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/17/2020,-11,14,-32,-4,-2,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/18/2020,-10,11,-35,7,18,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/19/2020,-15,0,-41,0,19,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/20/2020,-15,-1,-28,1,15,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/21/2020,-12,-1,-23,-1,16,4
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/22/2020,-11,1,-28,1,9,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/23/2020,-12,4,-30,-11,6,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/24/2020,-12,8,-21,-7,-2,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/25/2020,-9,10,-23,1,18,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/26/2020,-13,0,-28,0,23,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/27/2020,-14,-2,-29,-3,19,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/28/2020,-13,-2,-26,-1,17,4
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/29/2020,-9,2,-27,0,5,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/30/2020,-15,2,-29,-10,4,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,5/31/2020,-8,13,-15,0,0,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/1/2020,-15,5,-30,5,21,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/2/2020,-16,-2,-32,-2,23,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/3/2020,-13,2,-27,4,20,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/4/2020,-16,-4,-32,-2,21,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/5/2020,-8,6,-23,-1,8,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/6/2020,-5,14,-19,-6,7,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/7/2020,-9,11,-12,-6,-2,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/8/2020,-8,10,-18,0,22,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/9/2020,-19,-7,-29,-4,22,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/10/2020,-13,0,-23,-3,18,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/11/2020,-6,4,-13,1,22,3
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/12/2020,-4,6,-16,-1,9,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/13/2020,-11,0,-27,-13,6,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/14/2020,-14,1,-22,-14,-4,9
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/15/2020,-6,9,-13,2,21,4
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/16/2020,-11,-1,-21,-2,23,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/17/2020,-9,5,-18,-1,20,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/18/2020,-6,0,-15,-2,20,3
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/19/2020,-2,4,-14,0,8,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/20/2020,-5,6,-19,-10,6,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/21/2020,-17,-4,-24,-13,-6,8
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/22/2020,-5,9,-14,2,17,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/23/2020,-8,1,-19,2,18,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/24/2020,-9,2,-17,1,18,4
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/25/2020,-10,-1,-12,0,15,3
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/26/2020,-7,1,-19,0,5,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/27/2020,-4,8,-14,-5,1,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/28/2020,-16,0,-16,-9,-5,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/29/2020,-7,3,-17,-1,15,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,6/30/2020,-8,1,-17,-3,18,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,7/1/2020,-8,1,-16,-5,16,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,7/2/2020,-14,-12,-27,-12,14,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,7/3/2020,-6,0,-21,-9,4,7
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,7/4/2020,-3,12,-15,-12,5,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,7/5/2020,-7,12,-6,-9,-3,5
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,7/6/2020,-15,-2,-24,-5,11,6
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,7/7/2020,-5,5,-12,1,13,4
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,7/8/2020,-9,2,-15,-3,15,4
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,7/9/2020,-7,-1,-10,-1,14,2
VN,Vietnam,Cần Thơ,,,VN-CT,,ChIJzYJzkp9ioDERZ-wJEdljpHI,7/10/2020,-4,5,-14,-1,3,5
