Date,active_cases,total_deaths,total_cases,daily_deaths,daily_cases
"Nov 01, 2021",683010,22248,1527323,74,9235
"Nov 02, 2021",689486,22326,1536618,78,9295
"Nov 03, 2021",692278,22385,1548338,59,11720
"Nov 04, 2021",701332,22455,1559193,70,10855
"Nov 05, 2021",711707,22513,1571567,58,12374
"Nov 06, 2021",722246,22574,1583921,61,12354
"Nov 07, 2021",733494,22641,1596537,67,12616
"Nov 08, 2021",745506,22729,1609710,88,13173
"Nov 09, 2021",757516,22808,1623124,79,13414
"Nov 10, 2021",769262,22892,1636208,84,13084
"Nov 11, 2021",780749,22973,1649670,81,13462
"Nov 12, 2021",785210,23061,1664482,88,14812
"Nov 13, 2021",797271,23125,1678450,64,13968
"Nov 14, 2021",805396,23226,1691933,101,13483
"Nov 15, 2021",818318,23313,1706147,87,14214
"Nov 16, 2021",828693,23380,1723070,67,16923
"Nov 17, 2021",840925,23519,1739314,139,16244
"Nov 18, 2021",850960,23621,1756174,102,16860
"Nov 19, 2021",864757,23728,1772049,107,15875
"Nov 20, 2021",863624,23804,1787765,76,15716
"Nov 21, 2021",874586,23994,1804080,190,16315
"Nov 22, 2021",886676,24161,1821113,167,17033
"Nov 23, 2021",903433,24286,1839029,125,17916
"Nov 24, 2021",896317,24450,1858028,164,18999
"Nov 25, 2021",910580,24587,1878055,137,20027
"Nov 26, 2021",919158,24735,1899149,148,21094
"Nov 27, 2021",943145,24925,1924994,190,25845
"Nov 28, 2021",962078,25098,1945812,173,20818
"Nov 29, 2021",967947,25295,1967966,197,22154
"Nov 30, 2021",975603,25491,1990442,196,22476
"Dec 01, 2021",996031,25701,2013784,210,23342
"Dec 02, 2021",1004608,25901,2035819,200,22035
"Dec 03, 2021",1025231,26104,2057794,203,21975
"Dec 04, 2021",1046436,26303,2080305,199,22511
"Dec 05, 2021",1067513,26526,2103316,223,23011
"Dec 06, 2021",1089622,26743,2126772,217,23456
"Dec 07, 2021",1110394,26973,2149023,230,22251
"Dec 08, 2021",1108865,27230,2172488,257,23465
"Dec 09, 2021",1118676,27446,2197101,216,24613
"Dec 10, 2021",1140961,27655,2220957,209,23856
"Dec 11, 2021",1165599,27883,2246907,228,25950
"Dec 12, 2021",1187594,28126,2270440,243,23533
"Dec 13, 2021",1210868,28379,2295159,253,24719
"Dec 14, 2021",1230531,28663,2319630,284,24471
"Dec 15, 2021",1252258,28904,2344590,241,24960
"Dec 16, 2021",1275213,29151,2368825,247,24235
"Dec 17, 2021",1268091,29400,2393009,249,24184
"Dec 18, 2021",1291459,29615,2418237,215,25228
"Dec 19, 2021",1306009,29840,2443811,225,25574
"Dec 20, 2021",1327599,30091,2467589,251,23778
"Dec 21, 2021",1303111,30301,2493502,210,25913
"Dec 22, 2021",1315715,30582,2519781,281,26279
"Dec 23, 2021",1330530,30817,2545775,235,25994
"Dec 24, 2021",1325100,31058,2571419,241,25644
"Dec 25, 2021",1335205,31265,2596154,207,24735
"Dec 26, 2021",1340600,31469,2620309,204,24155
"Dec 27, 2021",1352621,31683,2643918,214,23609
"Dec 28, 2021",1370629,31928,2666839,245,22921
"Dec 29, 2021",1354174,32168,2688884,240,22045
"Dec 30, 2021",1351377,32394,2720415,226,31531
"Dec 31, 2021",1358732,32610,2746628,216,26213
"Jan 01, 2022",1362063,32831,2770171,221,23543
"Jan 02, 2022",1357351,33021,2797070,190,26899
"Jan 03, 2022",1340959,33245,2822364,224,25294
"Jan 04, 2022",1330996,33474,2845858,229,23494
"Jan 05, 2022",1318069,33644,2872764,170,26906
"Jan 06, 2022",1298375,33877,2898673,233,25909
"Jan 07, 2022",1292106,34117,2924278,240,25605
"Jan 08, 2022",1291952,34319,2950317,202,26039
"Jan 09, 2022",1287250,34531,2975038,212,24721
"Jan 10, 2022",1203365,34787,2998256,256,23218
"Jan 11, 2022",1204447,34964,3023382,177,25126
"Jan 12, 2022",1173425,35170,3048506,206,25124
"Jan 13, 2022",1156263,35341,3074547,171,26041
"Jan 14, 2022",1159805,35480,3099519,139,24972
"Jan 15, 2022",1116429,35609,3125017,129,25498
"Jan 16, 2022",1114341,35788,3149435,179,24418
"Jan 17, 2022",1102418,35972,3174869,184,25434
"Jan 18, 2022",1102730,36114,3201016,142,26147
"Jan 19, 2022",1077326,36266,3225799,152,24783
"Jan 20, 2022",1080369,36443,3251756,177,25957
"Jan 21, 2022",1085704,36596,3276501,153,24745
"Jan 22, 2022",1089458,36719,3300891,123,24390
"Jan 23, 2022",1091394,36884,3324150,165,23259
"Jan 24, 2022",1060239,37010,3346453,126,22303
"Jan 25, 2022",1004644,37165,3370903,155,24450
"Jan 26, 2022",991754,37291,3395680,126,24777
"Jan 27, 2022",978028,37432,3420098,141,24418
"Jan 28, 2022",979460,37547,3443279,115,23181
"Jan 29, 2022",973509,37668,3466803,121,23524
"Jan 30, 2022",922496,37777,3487918,109,21115
"Jan 31, 2022",920107,37872,3507460,95,19542
"Feb 01, 2022",880396,37968,3524454,96,16994
"Feb 02, 2022",869984,38063,3537933,95,13479
"Feb 03, 2022",841064,38147,3551192,84,13259
"Feb 04, 2022",833320,38261,3569072,114,17880
"Feb 05, 2022",831560,38324,3587833,63,18761
"Feb 06, 2022",829410,38424,3609587,100,21754
"Feb 07, 2022",828569,38521,3635510,97,25923
"Feb 08, 2022",840857,38614,3669290,93,33780
"Feb 09, 2022",790887,38688,3706221,74,36931
"Feb 10, 2022",803934,38784,3746358,96,40137
"Feb 11, 2022",821618,38862,3787197,78,40839
"Feb 12, 2022",840367,38946,3829302,84,42105
"Feb 13, 2022",856131,39037,3869974,91,40672
"Feb 14, 2022",878197,39122,3915320,85,45346
"Feb 15, 2022",900858,39188,3964375,66,49055
"Feb 16, 2022",930444,39278,4017935,90,53560
"Feb 17, 2022",963364,39358,4073747,80,55812
"Feb 18, 2022",1005510,39423,4139175,65,65428
"Feb 19, 2022",1046002,39501,4203587,78,64412
"Feb 20, 2022",1087907,39605,4276012,104,72425
"Feb 21, 2022",1129941,39682,4348360,77,72348
"Feb 22, 2022",1188178,39773,4434102,91,85742
"Feb 23, 2022",1246933,39884,4525611,111,91509
"Feb 24, 2022",1316075,39962,4630895,78,105284
"Feb 25, 2022",1403148,40050,4750893,88,119998
"Feb 26, 2022",1483592,40144,4868860,94,117967
"Feb 27, 2022",1561606,40252,4999850,108,130990
"Feb 28, 2022",1658414,40338,5140785,86,140935
"Mar 01, 2022",1747179,40452,5287598,114,146813
"Mar 02, 2022",1855250,40547,5449668,95,162070
"Mar 03, 2022",1976297,40644,5621554,97,171886
"Mar 04, 2022",2099804,40726,5801056,82,179502
"Mar 05, 2022",2242651,40813,5987558,87,186502
"Mar 06, 2022",2358413,40891,6185845,78,198287
"Mar 07, 2022",2509903,40977,6391416,86,205571
"Mar 08, 2022",2646905,41086,6616431,109,225015
"Mar 09, 2022",2787264,41157,6839735,71,223304
"Mar 10, 2022",2932551,41228,7055246,71,215511
"Mar 11, 2022",3066632,41290,7281248,62,226002
"Mar 12, 2022",3178967,41385,7495491,95,214243
"Mar 13, 2022",3276839,41477,7705995,92,210504
"Mar 14, 2022",3351285,41545,7905918,68,199923
"Mar 15, 2022",3440608,41607,8123469,62,217551
"Mar 16, 2022",3480096,41683,8344381,76,220912
"Mar 17, 2022",3536978,41740,8556822,57,212441
"Mar 18, 2022",3537755,41817,8750649,77,193827
"Mar 19, 2022",3592444,41880,8951837,63,201188
"Mar 20, 2022",3625391,41949,9113490,69,161653
"Mar 21, 2022",3579530,42014,9264336,65,150846
"Mar 22, 2022",3523892,42075,9411898,61,147562
"Mar 23, 2022",3458473,42145,9556016,70,144118
"Mar 24, 2022",3411904,42196,9691254,51,135238
"Mar 25, 2022",3341369,42258,9813323,62,122069
"Mar 26, 2022",3274556,42306,9928113,48,114790
"Mar 27, 2022",3174003,42306,10030423,0,102310
"Mar 28, 2022",3125209,42358,10121413,52,90990
"Mar 29, 2022",3021359,42413,10217618,55,96205
"Mar 30, 2022",2999992,42454,10310977,41,93359
"Mar 31, 2022",2837363,42493,10398869,39,87892
"Apr 01, 2022",2828640,42526,10477642,33,78773
"Apr 02, 2022",2792969,42563,10548886,37,71244
"Apr 03, 2022",2773112,42600,10603674,37,54788
"Apr 04, 2022",2769811,42642,10656288,42,52614
"Apr 05, 2022",2525710,42681,10715681,39,59393
"Apr 06, 2022",2448409,42712,10768684,31,53003
"Apr 07, 2022",2380176,42733,10817975,21,49291
"Apr 08, 2022",2361677,42768,10860120,35,42145
"Apr 09, 2022",2356372,42794,10896698,26,36578
"Apr 10, 2022",2351694,42813,10927030,19,30332
"Apr 11, 2022",2354049,42830,10951802,17,24772
"Apr 12, 2022",2176203,42858,10976168,28,24366
"Apr 13, 2022",2188606,42878,11002478,20,26310
"Apr 14, 2022",2127537,42901,11027065,23,24587
"Apr 15, 2022",2142437,42924,11048405,23,21340
"Apr 16, 2022",2093724,42934,11068032,10,19627
"Apr 17, 2022",2103818,42944,11083608,10,15576
"Apr 18, 2022",2112312,42957,11096333,13,12725
"Apr 19, 2022",2001963,42975,11110632,18,14299
"Apr 20, 2022",2013472,42982,11124688,7,14056
"Apr 21, 2022",2017491,42991,11137409,9,12721
"Apr 22, 2022",2026946,42998,11149209,7,11800
"Apr 23, 2022",2035670,43004,11160168,6,10959
"Apr 24, 2022",2040400,43013,11169488,9,9320
"Apr 25, 2022",2041551,43021,11177332,8,7844
"Apr 26, 2022",2026960,43029,11186214,8,8882
"Apr 27, 2022",1988477,43034,11194643,5,8429
"Apr 28, 2022",1916799,43037,11202139,3,7496
"Apr 29, 2022",1919965,43038,11208531,1,6392
"Apr 30, 2022",1908613,43041,11213909,3,5378
"May 01, 2022",1910414,43042,11217822,1,3913
"May 02, 2022",1912609,43044,11221109,2,3287
"May 03, 2022",1913634,43044,11223959,0,2850
"May 04, 2022",1874826,43047,11227209,3,3250
"May 05, 2022",1874271,43049,11231740,2,4531
"May 06, 2022",1876467,43055,11235759,6,4019
"May 07, 2022",1877699,43055,11239279,0,3520
"May 08, 2022",1878020,43056,11241667,1,2388
"May 09, 2022",1878734,43057,11243956,1,2289
"May 10, 2022",1878969,43058,11246961,1,3005
"May 11, 2022",1879279,43060,11249862,2,2901
"May 12, 2022",1875991,43063,11254018,3,4156
"May 13, 2022",1869268,43063,11256360,0,2342
"May 14, 2022",1865697,43065,11258354,2,1994
"May 15, 2022",1861927,43065,11260032,0,1678
"May 16, 2022",1858833,43067,11261663,2,1631
"May 17, 2022",1855613,43071,11263541,4,1878
"May 18, 2022",1849101,43072,11265467,1,1926
"May 19, 2022",1841318,43073,11267272,1,1805
"May 20, 2022",1835834,43075,11268941,2,1669
"May 21, 2022",1834298,43075,11270474,0,1533
"May 22, 2022",1826741,43075,11271862,0,1388
"May 23, 2022",1824118,43076,11273102,1,1240
"May 24, 2022",1819015,43076,11274494,0,1392
"May 25, 2022",1817968,43078,11275908,2,1414
"May 26, 2022",1812086,43078,11277249,0,1341
"May 27, 2022",1804024,43078,11278552,0,1303
"May 28, 2022",1796733,43078,11279724,0,1172
"May 29, 2022",1789230,43078,11280660,0,936
"May 30, 2022",1782217,43078,11281836,0,1176
"May 31, 2022",1777521,43079,11282898,1,1062
"Jun 01, 2022",1769080,43079,11283999,0,1101
"Jun 02, 2022",1764403,43080,11285143,1,1144
"Jun 03, 2022",1756350,43080,11286236,0,1093
"Jun 04, 2022",1747675,43080,11287162,0,926
"Jun 05, 2022",1739848,43080,11287883,0,721
"Jun 06, 2022",1731668,43081,11288730,1,847
"Jun 07, 2022",1723369,43081,11289740,0,1010
"Jun 08, 2022",1715966,43081,11290700,0,960
"Jun 09, 2022",1712464,43081,11291543,0,843
"Jun 10, 2022",1708874,43082,11292554,1,1011
"Jun 11, 2022",1702299,43083,11293301,1,747
"Jun 12, 2022",1697622,43083,11293898,0,597
"Jun 13, 2022",1688941,43083,11294547,0,649
"Jun 14, 2022",1683476,43083,11295447,0,900
"Jun 15, 2022",1679004,43083,11296357,0,910
"Jun 16, 2022",1670983,43083,11297171,0,814
"Jun 17, 2022",1663362,43083,11297931,0,760
"Jun 18, 2022",1658208,43083,11298666,0,735
"Jun 19, 2022",1654514,43083,11299227,0,561
"Jun 20, 2022",1645291,43083,11299774,0,547
"Jun 21, 2022",1640297,43084,11300561,1,787
"Jun 22, 2022",1635634,43084,11301555,0,994
"Jun 23, 2022",1631325,43084,11302333,0,778
"Jun 24, 2022",1622660,43084,11303019,0,686
"Jun 25, 2022",1618112,43084,11303710,0,691
"Jun 26, 2022",1611398,43084,11304296,0,586
"Jun 27, 2022",1605415,43084,11304966,0,670
"Jun 28, 2022",1596716,43087,11305775,3,809
"Jun 29, 2022",1588146,43087,11306592,0,817
"Jun 30, 2022",1583069,43087,11307474,0,882
"Jul 01, 2022",1575699,43087,11308449,0,975
"Jul 02, 2022",1566773,43087,11309217,0,768
"Jul 03, 2022",1557683,43087,11309754,0,537
"Jul 04, 2022",1552224,43088,11310475,1,721
"Jul 05, 2022",1543505,43089,11311516,1,1041
"Jul 06, 2022",1536839,43089,11312476,0,960
"Jul 07, 2022",1529239,43089,11313438,0,962
"Jul 08, 2022",1521325,43089,11314279,0,841
"Jul 09, 2022",1515523,43089,11314999,0,720
"Jul 10, 2022",1507535,43089,11315488,0,489
"Jul 11, 2022",1501975,43089,11316085,0,597
"Jul 12, 2022",1493743,43090,11317005,1,920
"Jul 13, 2022",1489712,43090,11318057,0,1052
"Jul 14, 2022",1482147,43090,11319037,0,980
"Jul 15, 2022",1477984,43090,11320043,0,1006
"Jul 16, 2022",1471365,43091,11320784,1,741
"Jul 17, 2022",1464201,43091,11321568,0,784
"Jul 18, 2022",1461016,43091,11322464,0,896
"Jul 19, 2022",1456941,43091,11323606,0,1142
"Jul 20, 2022",1449089,43091,11324826,0,1220
"Jul 21, 2022",1445448,43091,11326184,0,1358
"Jul 22, 2022",1442118,43092,11327386,1,1202
"Jul 23, 2022",1433916,43092,11328512,0,1126
"Jul 24, 2022",1424931,43092,11329299,0,787
"Jul 25, 2022",1420181,43092,11330241,0,942
"Jul 26, 2022",1414611,43092,11331778,0,1537
"Jul 27, 2022",1408950,43092,11333633,0,1855
"Jul 28, 2022",1403860,43092,11335420,0,1787
"Jul 29, 2022",1396681,43093,11337319,1,1899
"Jul 30, 2022",1390463,43093,11339075,0,1756
"Jul 31, 2022",1384140,43093,11340629,0,1554
"Aug 01, 2022",1375959,43093,11342096,0,1467
"Aug 02, 2022",1368394,43094,11344200,1,2104
"Aug 03, 2022",1362849,43094,11346405,0,2205
"Aug 04, 2022",1357179,43094,11348447,0,2042
"Aug 05, 2022",1349802,43094,11350551,0,2104
"Aug 06, 2022",1344534,43094,11352161,0,1610
"Aug 07, 2022",1337327,43094,11353543,0,1382
"Aug 08, 2022",1329810,43094,11355249,0,1706
"Aug 09, 2022",1322631,43094,11357590,0,2341
"Aug 10, 2022",1319370,43095,11359601,1,2011
"Aug 11, 2022",1315589,43095,11362238,0,2637
"Aug 12, 2022",1311883,43096,11364430,1,2192
"Aug 13, 2022",1308512,43097,11366246,1,1816
"Aug 14, 2022",1304007,43098,11367674,1,1428
"Aug 15, 2022",1296445,43098,11369369,0,1695
"Aug 16, 2022",1294213,43100,11372353,2,2984
"Aug 17, 2022",1291726,43103,11375167,3,2814
"Aug 18, 2022",1286145,43103,11378463,0,3296
"Aug 19, 2022",1282154,43103,11381447,0,2984
"Aug 20, 2022",1278462,43104,11384151,1,2704
"Aug 21, 2022",1270150,43105,11385712,1,1561
"Aug 22, 2022",1264179,43106,11387966,1,2254
"Aug 23, 2022",1258008,43106,11391162,0,3196
"Aug 24, 2022",1247470,43108,11394758,2,3596
"Aug 25, 2022",1238064,43110,11398101,2,3343
"Aug 26, 2022",1231922,43110,11401297,0,3196
"Aug 27, 2022",1220179,43111,11403494,1,2197
"Aug 28, 2022",1211965,43112,11405199,1,1705
"Aug 29, 2022",1207366,43113,11407608,1,2409
"Aug 30, 2022",1197462,43117,11410850,4,3242
"Aug 31, 2022",1191700,43117,11413577,0,2727
"Sep 01, 2022",1185353,43117,11416257,0,2680
"Sep 02, 2022",1178814,43118,11417806,1,1549
"Sep 03, 2022",1171110,43119,11419402,1,1596
"Sep 04, 2022",1166109,43120,11420792,1,1390
"Sep 05, 2022",1147285,43122,11422688,2,1896
"Sep 06, 2022",1145560,43123,11426654,1,3966
"Sep 07, 2022",1134509,43125,11430532,2,3878
"Sep 08, 2022",1129202,43126,11433729,1,3197
"Sep 09, 2022",1115271,43126,11437374,0,3645
"Sep 10, 2022",1109603,43126,11439872,0,2498
"Sep 11, 2022",1076383,43129,11441515,3,1643
"Sep 12, 2022",1063261,43130,11443528,1,2013
"Sep 13, 2022",1055394,43132,11446830,2,3302
"Sep 14, 2022",1013176,43132,11449940,0,3110
